Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"ZNRD1ASP","Zinc Ribbon Domain Containing 1 Antisense, Pseudogene","Pseudogene","15","GC06M030650","0.22","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNRD1ASP"
"HCG26","HLA Complex Group 26","RNA Gene","12","GC06P033389","0.22","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCG26"
"STAG3L5P-PVRIG2P-PILRB","STAG3L5P-PVRIG2P-PILRB Readthrough","RNA Gene","10","GC07P100336","0.22","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAG3L5P-PVRIG2P-PILRB"
"NM","Neutrophil Migration","Genetic Locus","7","GC07U990060","0.22","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NM"
"GABRR2","Gamma-Aminobutyric Acid Type A Receptor Subunit Rho2","Protein Coding","40","GC06M089257","0.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABRR2"
"ADAMTS8","ADAM Metallopeptidase With Thrombospondin Type 1 Motif 8","Protein Coding","40","GC11M130308","0.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS8"
"PARD3B","Par-3 Family Cell Polarity Regulator Beta","Protein Coding","35","GC02P204545","0.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PARD3B"
"TSTD1","Thiosulfate Sulfurtransferase Like Domain Containing 1","Protein Coding","33","GC01M161037","0.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSTD1"
"ABRACL","ABRA C-Terminal Like","Protein Coding","33","GC06P139028","0.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABRACL"
"MYCBPAP","MYCBP Associated Protein","Protein Coding","32","GC17P050508","0.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYCBPAP"
"ZSWIM3","Zinc Finger SWIM-Type Containing 3","Protein Coding","31","GC20P045857","0.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZSWIM3"
"CXorf38","Chromosome X Open Reading Frame 38","Protein Coding","30","GC0XM040626","0.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXorf38"
"TTC13","Tetratricopeptide Repeat Domain 13","Protein Coding","30","GC01M230906","0.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTC13"
"TOMM6","Translocase Of Outer Mitochondrial Membrane 6","Protein Coding","30","GC06P041787","0.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOMM6"
"DAOA","D-Amino Acid Oxidase Activator","Protein Coding","30","GC13P105465","0.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAOA"
"SMIM5","Small Integral Membrane Protein 5","Protein Coding","29","GC17P075633","0.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMIM5"
"PTGES3L-AARSD1","PTGES3L-AARSD1 Readthrough","Protein Coding","27","GC17M042950","0.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGES3L-AARSD1"
"ZNF300P1","Zinc Finger Protein 300 Pseudogene 1","Pseudogene","15","GC05M150930","0.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF300P1"
"AZF1","Azoospermia Factor 1","Genetic Locus","7","GC0YU990003","0.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AZF1"
"KCNJ4","Potassium Inwardly Rectifying Channel Subfamily J Member 4","Protein Coding","44","GC22M038426","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ4"
"GPR1","G Protein-Coupled Receptor 1","Protein Coding","41","GC02M206175","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR1"
"KCNJ15","Potassium Inwardly Rectifying Channel Subfamily J Member 15","Protein Coding","41","GC21P038157","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ15"
"RGMB","Repulsive Guidance Molecule BMP Co-Receptor B","Protein Coding","38","GC05P098768","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RGMB"
"TMPRSS11D","Transmembrane Serine Protease 11D","Protein Coding","38","GC04M067820","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMPRSS11D"
"MSH4","MutS Homolog 4","Protein Coding","37","GC01P075796","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSH4"
"CSMD2","CUB And Sushi Multiple Domains 2","Protein Coding","36","GC01M033513","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSMD2"
"IRX1","Iroquois Homeobox 1","Protein Coding","36","GC05P003596","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRX1"
"ARHGAP27","Rho GTPase Activating Protein 27","Protein Coding","36","GC17M045393","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGAP27"
"COQ10A","Coenzyme Q10A","Protein Coding","35","GC12P056266","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COQ10A"
"SLC37A2","Solute Carrier Family 37 Member 2","Protein Coding","35","GC11P125063","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC37A2"
"KCNE4","Potassium Voltage-Gated Channel Subfamily E Regulatory Subunit 4","Protein Coding","35","GC02P223051","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNE4"
"OR2H2","Olfactory Receptor Family 2 Subfamily H Member 2","Protein Coding","35","GC06P033154","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OR2H2"
"RNASEK","Ribonuclease K","Protein Coding","35","GC17P007012","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASEK"
"DUSP15","Dual Specificity Phosphatase 15","Protein Coding","35","GC20M031848","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP15"
"LGSN","Lengsin, Lens Protein With Glutamine Synthetase Domain","Protein Coding","34","GC06M063275","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGSN"
"SLC35D2","Solute Carrier Family 35 Member D2","Protein Coding","34","GC09M096313","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35D2"
"CTXN1","Cortexin 1","Protein Coding","33","GC19M007924","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTXN1"
"GLIPR1L1","GLIPR1 Like 1","Protein Coding","33","GC12P075333","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLIPR1L1"
"ZNF713","Zinc Finger Protein 713","Protein Coding","33","GC07P055887","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF713"
"PTCHD4","Patched Domain Containing 4","Protein Coding","32","GC06M047845","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTCHD4"
"PRRT1","Proline Rich Transmembrane Protein 1","Protein Coding","32","GC06M032402","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRRT1"
"SPESP1","Sperm Equatorial Segment Protein 1","Protein Coding","32","GC15P068818","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPESP1"
"ERMARD","ER Membrane Associated RNA Degradation","Protein Coding","32","GC06P169751","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERMARD"
"ADGRF1","Adhesion G Protein-Coupled Receptor F1","Protein Coding","32","GC06M046997","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRF1"
"CCDC73","Coiled-Coil Domain Containing 73","Protein Coding","31","GC11M032603","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC73"
"ADGRF3","Adhesion G Protein-Coupled Receptor F3","Protein Coding","31","GC02M026308","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRF3"
"QRFP","Pyroglutamylated RFamide Peptide","Protein Coding","30","GC09M130892","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=QRFP"
"LCE3D","Late Cornified Envelope 3D","Protein Coding","30","GC01M152579","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCE3D"
"TSPO2","Translocator Protein 2","Protein Coding","30","GC06P041041","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSPO2"
"TMEM129","Transmembrane Protein 129","Protein Coding","30","GC04M001715","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM129"
"ZNF98","Zinc Finger Protein 98","Protein Coding","28","GC19M022391","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF98"
"SMIM29","Small Integral Membrane Protein 29","Protein Coding","22","GC06M042200","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMIM29"
"GAGE12J","G Antigen 12J","Protein Coding","20","GC0XP049322","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAGE12J"
"C5orf66","Chromosome 5 Open Reading Frame 66","RNA Gene","20","GC05P135033","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C5orf66"
"GAGE10","G Antigen 10","Protein Coding","19","GC0XP049303","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAGE10"
"RNASEK-C17orf49","RNASEK-C17orf49 Readthrough","RNA Gene","19","GC17P007020","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASEK-C17orf49"
"GAGE12G","G Antigen 12G","Protein Coding","19","GC0XP049571","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAGE12G"
"GAGE13","G Antigen 13","Protein Coding","19","GC0XP049340","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAGE13"
"BLOC1S5-TXNDC5","BLOC1S5-TXNDC5 Readthrough (NMD Candidate)","RNA Gene","19","GC06M007890","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLOC1S5-TXNDC5"
"CCDC162P","Coiled-Coil Domain Containing 162, Pseudogene","Pseudogene","17","GC06P109166","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC162P"
"GAGE7","G Antigen 7","Protein Coding","17","GC0XU990070","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAGE7"
"GAGE4","G Antigen 4","Protein Coding","15","GC0XU990067","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAGE4"
"RNU1-1","RNA, U1 Small Nuclear 1","RNA Gene","15","GC01M016514","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNU1-1"
"RNF216P1","Ring Finger Protein 216 Pseudogene 1","Pseudogene","15","GC07P004973","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF216P1"
"LINC00608","Long Intergenic Non-Protein Coding RNA 608","RNA Gene","13","GC02P218977","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00608"
"BAIAP2-DT","BAIAP2 Divergent Transcript","RNA Gene","13","GC17M081042","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAIAP2-DT"
"TNRC6C-AS1","TNRC6C Antisense RNA 1","RNA Gene","12","GC17M078107","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNRC6C-AS1"
"WAKMAR2","Wound And Keratinocyte Migration Associated LncRNA 2","RNA Gene","11","GC06M137820","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WAKMAR2"
"MROCKI","MARCKS Cis Regulating LncRNA Promoter Of Cytokines And Inflammation","RNA Gene","10","GC06M113869","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MROCKI"
"HCP5B","HLA Complex P5B","RNA Gene","9","GC06M030693","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCP5B"
"LOC107832851","SIRT1 Promoter Region","Biological Region","2","GC10U902689","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC107832851"
"GLP2R","Glucagon Like Peptide 2 Receptor","Protein Coding","44","GC17P009822","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLP2R"
"HTR3B","5-Hydroxytryptamine Receptor 3B","Protein Coding","44","GC11P113905","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTR3B"
"SLC22A7","Solute Carrier Family 22 Member 7","Protein Coding","42","GC06P046118","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A7"
"NMBR","Neuromedin B Receptor","Protein Coding","42","GC06M142059","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NMBR"
"SCN7A","Sodium Voltage-Gated Channel Alpha Subunit 7","Protein Coding","40","GC02M166403","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN7A"
"HIF3A","Hypoxia Inducible Factor 3 Subunit Alpha","Protein Coding","39","GC19P046297","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIF3A"
"DYNLRB2","Dynein Light Chain Roadblock-Type 2","Protein Coding","39","GC16P080540","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYNLRB2"
"RBP2","Retinol Binding Protein 2","Protein Coding","38","GC03M139452","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBP2"
"FRMD7","FERM Domain Containing 7","Protein Coding","38","GC0XM132077","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FRMD7"
"MCHR2","Melanin Concentrating Hormone Receptor 2","Protein Coding","38","GC06M099919","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCHR2"
"TCP11","T-Complex 11","Protein Coding","37","GC06M041282","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCP11"
"SLC2A4RG","SLC2A4 Regulator","Protein Coding","36","GC20P063739","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A4RG"
"HORMAD2","HORMA Domain Containing 2","Protein Coding","35","GC22P030080","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HORMAD2"
"TECRL","Trans-2,3-Enoyl-CoA Reductase Like","Protein Coding","35","GC04M064275","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TECRL"
"TTBK1","Tau Tubulin Kinase 1","Protein Coding","35","GC06P043243","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTBK1"
"SDHAF1","Succinate Dehydrogenase Complex Assembly Factor 1","Protein Coding","35","GC19P035995","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHAF1"
"SLC35B3","Solute Carrier Family 35 Member B3","Protein Coding","35","GC06M008413","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35B3"
"ARMC2","Armadillo Repeat Containing 2","Protein Coding","35","GC06P108848","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARMC2"
"FILIP1","Filamin A Interacting Protein 1","Protein Coding","35","GC06M075291","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FILIP1"
"PURG","Purine Rich Element Binding Protein G","Protein Coding","34","GC08M030995","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PURG"
"JKAMP","JNK1/MAPK8 Associated Membrane Protein","Protein Coding","34","GC14P059484","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JKAMP"
"TRIM66","Tripartite Motif Containing 66","Protein Coding","34","GC11M008612","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM66"
"PKD1L2","Polycystin 1 Like 2 (Gene/Pseudogene)","Protein Coding","34","GC16M081100","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKD1L2"
"NIPSNAP3B","Nipsnap Homolog 3B","Protein Coding","34","GC09P104763","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NIPSNAP3B"
"TMEM132C","Transmembrane Protein 132C","Protein Coding","33","GC12P128267","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM132C"
"UGT1A5","UDP Glucuronosyltransferase Family 1 Member A5","Protein Coding","33","GC02P233712","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGT1A5"
"CHRFAM7A","CHRNA7 (Exons 5-10) And FAM7A (Exons A-E) Fusion","Protein Coding","33","GC15M030360","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRFAM7A"
"DCDC1","Doublecortin Domain Containing 1","Protein Coding","32","GC11M030851","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCDC1"
"AMY1B","Amylase Alpha 1B","Protein Coding","32","GC01M103687","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMY1B"
"CITED4","Cbp/P300 Interacting Transactivator With Glu/Asp Rich Carboxy-Terminal Domain 4","Protein Coding","31","GC01M040861","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CITED4"
"TMEM17","Transmembrane Protein 17","Protein Coding","31","GC02M062447","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM17"
"NXPE4","Neurexophilin And PC-Esterase Domain Family Member 4","Protein Coding","31","GC11M114570","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NXPE4"
"FREM3","FRAS1 Related Extracellular Matrix 3","Protein Coding","31","GC04M143577","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FREM3"
"LRRC61","Leucine Rich Repeat Containing 61","Protein Coding","31","GC07P150323","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRC61"
"MROH2B","Maestro Heat Like Repeat Family Member 2B","Protein Coding","31","GC05M041000","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MROH2B"
"PRRT3","Proline Rich Transmembrane Protein 3","Protein Coding","30","GC03M009945","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRRT3"
"CDADC1","Cytidine And DCMP Deaminase Domain Containing 1","Protein Coding","30","GC13P049247","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDADC1"
"SAYSD1","SAYSVFN Motif Domain Containing 1","Protein Coding","29","GC06M041322","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAYSD1"
"ONECUT3","One Cut Homeobox 3","Protein Coding","28","GC19P001753","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ONECUT3"
"NXPE1","Neurexophilin And PC-Esterase Domain Family Member 1","Protein Coding","28","GC11M114521","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NXPE1"
"C1orf53","Chromosome 1 Open Reading Frame 53","Protein Coding","28","GC01P197871","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C1orf53"
"MYADML2","Myeloid Associated Differentiation Marker Like 2","Protein Coding","27","GC17M081939","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYADML2"
"MFSD14B","Major Facilitator Superfamily Domain Containing 14B","Protein Coding","25","GC09P094376","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MFSD14B"
"PMF1-BGLAP","PMF1-BGLAP Readthrough","Protein Coding","24","GC01P156213","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PMF1-BGLAP"
"EEF1AKMT3","EEF1A Lysine Methyltransferase 3","Protein Coding","23","GC12P057772","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF1AKMT3"
"TMEM35B","Transmembrane Protein 35B","Protein Coding","21","GC01M034984","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM35B"
"SLC22A20P","Solute Carrier Family 22 Member 20, Pseudogene","Pseudogene","18","GC11P065214","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A20P"
"MIR31HG","MIR31 Host Gene","RNA Gene","17","GC09M021411","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR31HG"
"MIR340","MicroRNA 340","RNA Gene","16","GC05M180015","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR340"
"ADAM3A","ADAM Metallopeptidase Domain 3A (Pseudogene)","Pseudogene","15","GC08M039427","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM3A"
"MIR1908","MicroRNA 1908","RNA Gene","14","GC11M061815","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1908"
"LINC01090","Long Intergenic Non-Protein Coding RNA 1090","RNA Gene","12","GC02M187712","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01090"
"PCDHA@","Protocadherin Alpha Cluster, Complex Locus","Gene Cluster","12","GC05P142940","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDHA%40"
"VTRNA1-1","Vault RNA 1-1","RNA Gene","11","GC05P143006","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VTRNA1-1"
"MIR6727","MicroRNA 6727","RNA Gene","9","GC01M001324","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR6727"
"LY6E-DT","LY6E Divergent Transcript","RNA Gene","9","GC08M142982","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LY6E-DT"
"ENSG00000284024","","Protein Coding","6","GC10P014838","0.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000284024"
"SCN3A","Sodium Voltage-Gated Channel Alpha Subunit 3","Protein Coding","48","GC02M165087","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN3A"
"PTPRM","Protein Tyrosine Phosphatase Receptor Type M","Protein Coding","42","GC18P007557","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRM"
"STAG3","Stromal Antigen 3","Protein Coding","41","GC07P100177","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAG3"
"KCNH6","Potassium Voltage-Gated Channel Subfamily H Member 6","Protein Coding","41","GC17P063523","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNH6"
"SLC26A8","Solute Carrier Family 26 Member 8","Protein Coding","40","GC06M041296","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC26A8"
"SLC26A9","Solute Carrier Family 26 Member 9","Protein Coding","40","GC01M205883","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC26A9"
"CACNG6","Calcium Voltage-Gated Channel Auxiliary Subunit Gamma 6","Protein Coding","40","GC19P053991","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNG6"
"LPAR5","Lysophosphatidic Acid Receptor 5","Protein Coding","40","GC12M006618","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPAR5"
"ELOVL6","ELOVL Fatty Acid Elongase 6","Protein Coding","40","GC04M110045","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELOVL6"
"HFM1","Helicase For Meiosis 1","Protein Coding","39","GC01M091260","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HFM1"
"SLC6A7","Solute Carrier Family 6 Member 7","Protein Coding","39","GC05P150189","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A7"
"ADAT1","Adenosine Deaminase TRNA Specific 1","Protein Coding","39","GC16M075596","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAT1"
"IMPG1","Interphotoreceptor Matrix Proteoglycan 1","Protein Coding","38","GC06M075921","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IMPG1"
"TSPAN8","Tetraspanin 8","Protein Coding","38","GC12M071125","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSPAN8"
"KCNG3","Potassium Voltage-Gated Channel Modifier Subfamily G Member 3","Protein Coding","38","GC02M042442","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNG3"
"SLC52A1","Solute Carrier Family 52 Member 1","Protein Coding","38","GC17M005032","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC52A1"
"ARHGEF19","Rho Guanine Nucleotide Exchange Factor 19","Protein Coding","38","GC01M016197","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGEF19"
"ENAM","Enamelin","Protein Coding","38","GC04P070628","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENAM"
"SCUBE3","Signal Peptide, CUB Domain And EGF Like Domain Containing 3","Protein Coding","37","GC06P046030","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCUBE3"
"RPTN","Repetin","Protein Coding","37","GC01M152126","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPTN"
"SLC9A5","Solute Carrier Family 9 Member A5","Protein Coding","37","GC16P067238","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9A5"
"GBGT1","Globoside Alpha-1,3-N-Acetylgalactosaminyltransferase 1 (FORS Blood Group)","Protein Coding","37","GC09M133152","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GBGT1"
"ENPP5","Ectonucleotide Pyrophosphatase/Phosphodiesterase Family Member 5","Protein Coding","37","GC06M046159","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENPP5"
"MIXL1","Mix Paired-Like Homeobox","Protein Coding","36","GC01P226223","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIXL1"
"GPR61","G Protein-Coupled Receptor 61","Protein Coding","36","GC01P109539","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR61"
"KCNK17","Potassium Two Pore Domain Channel Subfamily K Member 17","Protein Coding","36","GC06M041326","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNK17"
"TAAR2","Trace Amine Associated Receptor 2 (Gene/Pseudogene)","Protein Coding","36","GC06M132599","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAAR2"
"PEAR1","Platelet Endothelial Aggregation Receptor 1","Protein Coding","36","GC01P156893","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEAR1"
"GPR142","G Protein-Coupled Receptor 142","Protein Coding","35","GC17P074367","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR142"
"GPR63","G Protein-Coupled Receptor 63","Protein Coding","35","GC06M096794","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR63"
"TAAR6","Trace Amine Associated Receptor 6","Protein Coding","35","GC06P132570","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAAR6"
"PRSS35","Serine Protease 35","Protein Coding","35","GC06P083512","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRSS35"
"TMEM132E","Transmembrane Protein 132E","Protein Coding","35","GC17P034580","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM132E"
"TMEM91","Transmembrane Protein 91","Protein Coding","35","GC19P041351","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM91"
"USP40","Ubiquitin Specific Peptidase 40","Protein Coding","35","GC02M233475","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP40"
"PARP15","Poly(ADP-Ribose) Polymerase Family Member 15","Protein Coding","35","GC03P122577","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PARP15"
"SLC17A4","Solute Carrier Family 17 Member 4","Protein Coding","35","GC06P025838","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC17A4"
"OR11A1","Olfactory Receptor Family 11 Subfamily A Member 1","Protein Coding","35","GC06M029425","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OR11A1"
"NKD1","NKD Inhibitor Of WNT Signaling Pathway 1","Protein Coding","35","GC16P050548","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NKD1"
"SPDYA","Speedy/RINGO Cell Cycle Regulator Family Member A","Protein Coding","35","GC02P028782","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPDYA"
"SNED1","Sushi, Nidogen And EGF Like Domains 1","Protein Coding","35","GC02P240998","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNED1"
"MRGPRF","MAS Related GPR Family Member F","Protein Coding","35","GC11M069004","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRGPRF"
"AMELX","Amelogenin X-Linked","Protein Coding","35","GC0XP011293","0.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMELX"
